Not a bird,0.9758191704750061,3282,385,3340,481
Not a bird,0.9757621884346008,753,273,860,337
Not a bird,0.9756500720977783,1645,1679,1704,1777
Not a bird,0.9756436944007874,2982,2205,3045,2298
Not a bird,0.9753059148788452,2795,2910,2848,3000
Not a bird,0.9752850532531738,1824,2151,1915,2220
Not a bird,0.9751502275466919,836,1408,932,1477
Not a bird,0.9742906093597412,3713,2284,3800,2342
Not a bird,0.9742811918258667,3200,2156,3268,2248
Not a bird,0.9742583632469177,2708,875,2780,968
Not a bird,0.9735990166664124,1925,2772,1978,2860
Not a bird,0.9735562801361084,2675,1126,2759,1199
Not a bird,0.973261296749115,1731,1097,1804,1187
Not a bird,0.9731947779655457,200,2912,300,2979
Not a bird,0.9730907678604126,4493,57,4568,144
Not a bird,0.9728614687919617,3363,1857,3451,1935
Not a bird,0.9726042747497559,852,2159,942,2213
Not a bird,0.972507894039154,226,1900,322,1974
Mallard Male,0.9724875092506409,3165,1720,3239,1807
Not a bird,0.9722918272018433,2296,1574,2365,1668
Mallard Male,0.9720555543899536,4263,889,4353,960
Not a bird,0.9718921184539795,4136,2748,4229,2830
Not a bird,0.9718325734138489,4734,1931,4820,1986
Not a bird,0.9716703295707703,1353,1459,1417,1548
Not a bird,0.9712626338005066,4628,977,4712,1054
Not a bird,0.9710812568664551,645,2020,735,2076
Not a bird,0.9709690809249878,4081,1614,4165,1689
Not a bird,0.9709553122520447,4423,2683,4486,2783
Not a bird,0.9705802798271179,1111,326,1172,430
Not a bird,0.9701266884803772,872,1119,962,1193
Mallard Male,0.9700139760971069,1335,1737,1410,1827
Mallard Male,0.9699992537498474,694,1327,791,1400
Mallard Male,0.9698557257652283,2526,1963,2606,2050
Not a bird,0.9697657823562622,3975,1265,4062,1333
Not a bird,0.9695348143577576,4174,1965,4260,2021
Not a bird,0.9695218205451965,39,1496,130,1571
Not a bird,0.9692174196243286,917,2302,986,2397
Not a bird,0.9691146612167358,1680,237,1736,329
Not a bird,0.9690229892730713,2240,2667,2294,2765
Not a bird,0.9688965082168579,2766,1371,2851,1456
Not a bird,0.9686599969863892,4729,429,4825,493
Mallard Male,0.9684709906578064,3554,2274,3636,2369
Not a bird,0.9681339859962463,3893,2859,3948,2953
Not a bird,0.9681278467178345,4407,1393,4497,1465
Not a bird,0.9675300121307373,1653,2427,1740,2485
Not a bird,0.9673644304275513,4622,2206,4708,2261
Not a bird,0.9671361446380615,2498,1796,2587,1848
Not a bird,0.9669710397720337,1916,206,1986,288
Not a bird,0.9668770432472229,2182,946,2266,998
Not a bird,0.9666770696640015,2954,1011,3041,1070
Not a bird,0.9663405418395996,2394,2145,2490,2205
Mallard Male,0.9659697413444519,2570,2971,2668,3036
Not a bird,0.9659444093704224,1759,503,1820,609
Not a bird,0.9658927917480469,726,2950,790,3054
Not a bird,0.9658511877059937,1999,2092,2088,2153
Not a bird,0.9658113718032837,4521,2422,4578,2516
Not a bird,0.9658036231994629,3864,2298,3966,2356
Mallard Male,0.9656267166137695,2847,1589,2906,1692
Not a bird,0.9653812646865845,646,1464,709,1556
Not a bird,0.9652541875839233,4543,2134,4641,2191
Not a bird,0.9652300477027893,4450,2213,4533,2287
Not a bird,0.9651970863342285,2359,701,2431,805
Not a bird,0.9651856422424316,3410,1412,3508,1467
Not a bird,0.9650716185569763,188,1833,286,1893
Mallard Male,0.9648786783218384,3345,945,3427,1016
Not a bird,0.964808464050293,2603,80,2694,138
Not a bird,0.9646912813186646,219,1018,302,1095
Not a bird,0.9644213318824768,2752,230,2833,322
Not a bird,0.9638327956199646,1971,997,2041,1083
Not a bird,0.9638088941574097,2203,1160,2268,1248
Not a bird,0.9636902809143066,1964,2530,2022,2616
Not a bird,0.9636606574058533,3459,1527,3548,1586
Not a bird,0.9634971618652344,2563,1332,2621,1410
Not a bird,0.9630962610244751,3469,1207,3549,1263
Not a bird,0.9630870819091797,2991,1489,3065,1583
Not a bird,0.9630645513534546,577,946,640,1047
Not a bird,0.963003396987915,2179,2875,2231,2967
Not a bird,0.9628356099128723,3180,1658,3267,1706
Not a bird,0.9624425768852234,3184,1066,3240,1165
Not a bird,0.9614776372909546,1050,2435,1148,2492
Mallard Male,0.9604834318161011,4712,1399,4802,1478
Not a bird,0.9604193568229675,2101,2437,2187,2497
Not a bird,0.9603195190429688,3556,1484,3632,1553
Not a bird,0.9598183631896973,5143,1246,5205,1344
Not a bird,0.959757387638092,175,1590,235,1679
Not a bird,0.9597568511962891,798,2449,875,2535
Not a bird,0.9596951603889465,2448,2594,2512,2690
Not a bird,0.9594683647155762,4357,1281,4450,1337
Not a bird,0.9594312906265259,3530,790,3596,895
Not a bird,0.9587724804878235,1719,97,1778,198
Mallard Male,0.9584137201309204,300,2232,388,2329
Not a bird,0.9579668045043945,1540,1428,1615,1517
Not a bird,0.9573736786842346,4963,1368,5060,1429
Not a bird,0.9571413397789001,3795,1523,3849,1618
Not a bird,0.9571263790130615,3655,677,3719,778
Not a bird,0.956750214099884,3654,1370,3716,1466
Not a bird,0.9563608169555664,2615,1528,2698,1606
Not a bird,0.9563538432121277,4259,1355,4347,1413
Mallard Male,0.9563015103340149,1219,2250,1284,2354
Not a bird,0.9560826420783997,3641,2933,3707,3028
Not a bird,0.9558374285697937,1865,1301,1948,1383
Not a bird,0.9557817578315735,4552,2639,4607,2727
Not a bird,0.9556088447570801,3014,2054,3099,2132
Not a bird,0.9555186629295349,5375,73,5447,156
Not a bird,0.9550678133964539,3136,1547,3222,1625
Not a bird,0.9549625515937805,4743,2602,4806,2698
Not a bird,0.9545890688896179,1979,1392,2039,1490
Not a bird,0.9545448422431946,1382,1263,1449,1362
Not a bird,0.954382598400116,2137,1740,2193,1836
Mallard Male,0.9541288018226624,2447,139,2533,226
Not a bird,0.9540766477584839,2428,2769,2515,2825
Not a bird,0.9536861181259155,1673,928,1750,1017
Mallard Male,0.9534500241279602,2089,1903,2154,2002
Not a bird,0.9528602361679077,249,367,312,472
Not a bird,0.9527312517166138,5215,2156,5302,2211
Not a bird,0.9521343111991882,2150,2204,2243,2272
Not a bird,0.9519965648651123,3066,1851,3153,1926
Not a bird,0.9514665007591248,245,1254,314,1353
Not a bird,0.9511856436729431,2334,2218,2385,2311
Not a bird,0.9511635303497314,2406,2348,2479,2435
Not a bird,0.950795590877533,688,948,751,1037
Not a bird,0.950747549533844,2777,2182,2864,2260
Not a bird,0.9503893852233887,4961,46,5026,147
Not a bird,0.950011134147644,2869,929,2949,981
Not a bird,0.9498744010925293,4811,2076,4885,2167
Mallard Male,0.9496455788612366,4566,1700,4644,1799
Not a bird,0.9495762586593628,2339,2654,2395,2744
Not a bird,0.9495346546173096,5024,1851,5101,1931
Not a bird,0.9492848515510559,5295,2455,5394,2507
Not a bird,0.948870062828064,4884,1101,4965,1196
Mallard Male,0.9488345980644226,4362,1942,4445,2024
Not a bird,0.9486982226371765,900,1712,962,1808
Not a bird,0.9486170411109924,3718,1096,3791,1186
Not a bird,0.9483169913291931,4285,2051,4364,2136
Not a bird,0.9482728242874146,4641,2333,4703,2436
Not a bird,0.9480970501899719,1191,1461,1266,1547
Not a bird,0.947944700717926,2364,1357,2442,1426
Not a bird,0.9474178552627563,3187,951,3274,1006
Not a bird,0.9473281502723694,1838,2471,1895,2574
Not a bird,0.9472862482070923,2109,1048,2205,1110
Not a bird,0.9472691416740417,3504,448,3589,528
Not a bird,0.9472181797027588,2152,1280,2210,1372
Not a bird,0.9472103118896484,1052,2209,1116,2306
Not a bird,0.947091817855835,954,2883,1043,2940
Not a bird,0.9470577836036682,2304,1903,2360,2002
Not a bird,0.9467559456825256,4504,1568,4581,1658
Not a bird,0.9467194080352783,870,2613,943,2697
Not a bird,0.9466111660003662,3979,1387,4047,1477
Not a bird,0.9460853934288025,2247,2315,2305,2408
Mallard Male,0.9459377527236938,2833,423,2916,512
Not a bird,0.9458069801330566,2209,2063,2262,2163
Not a bird,0.9456270337104797,4010,1539,4102,1603
Not a bird,0.9452118873596191,4932,2316,4989,2406
Not a bird,0.9450330138206482,348,978,427,1067
Mallard Male,0.9448153376579285,3762,891,3835,985
Not a bird,0.9447183609008789,1830,1774,1895,1851
Not a bird,0.9446499943733215,4928,1252,4984,1341
Not a bird,0.9440628290176392,3984,2961,4046,3053
Not a bird,0.9434827566146851,528,2477,606,2555
Not a bird,0.9432753324508667,3731,986,3825,1037
Not a bird,0.9431359767913818,4059,2235,4130,2312
Not a bird,0.9429299831390381,5205,2793,5304,2855
Not a bird,0.9429251551628113,4024,1871,4108,1957
Not a bird,0.9425761103630066,2126,2119,2188,2208
Mallard Male,0.9417850971221924,1214,397,1309,468
Not a bird,0.9414268136024475,558,1799,636,1887
Not a bird,0.9414246082305908,1360,1904,1437,1979
Not a bird,0.9413319230079651,4595,673,4686,761
Not a bird,0.9409999251365662,1012,1299,1094,1376
Not a bird,0.940894603729248,2211,2839,2305,2908
Not a bird,0.9408681988716125,2423,1913,2499,2001
Unknown,0.9405280351638794,2736,1076,2822,1136
Not a bird,0.9402958750724792,3494,1319,3582,1380
Not a bird,0.9395936131477356,838,2558,932,2606
Not a bird,0.939434826374054,4111,1752,4191,1842
Not a bird,0.9391247630119324,5194,701,5266,805
Not a bird,0.9389654994010925,2078,2901,2159,2986
Not a bird,0.9389294385910034,3723,578,3788,674
Not a bird,0.9386946558952332,2136,2717,2206,2807
Not a bird,0.9383512735366821,2132,2299,2209,2380
Not a bird,0.9379623532295227,4441,2420,4505,2516
Not a bird,0.937865674495697,2117,1138,2201,1193
Not a bird,0.9358763694763184,84,1747,152,1844
Not a bird,0.935198187828064,4972,1138,5061,1198
Not a bird,0.935117781162262,1124,2099,1219,2155
Not a bird,0.9341166019439697,4761,283,4862,365
Not a bird,0.9334853291511536,4657,2741,4718,2838
Not a bird,0.9326375126838684,1633,1496,1720,1570
Not a bird,0.9319584369659424,922,406,989,493
Not a bird,0.9314184784889221,4801,1588,4882,1671
Not a bird,0.9303505420684814,3026,943,3102,1029
Not a bird,0.929968535900116,1174,1286,1248,1374
Not a bird,0.9295415878295898,895,2762,961,2862
Mallard Male,0.9293785691261292,2019,1793,2089,1881
Not a bird,0.9293495416641235,5308,1470,5373,1569
Not a bird,0.9292058348655701,1811,198,1863,278
Not a bird,0.9290945529937744,3842,554,3920,628
Not a bird,0.9289552569389343,975,2685,1037,2783
Not a bird,0.9285467863082886,1865,2604,1953,2660
Not a bird,0.928006112575531,1530,517,1598,589
Not a bird,0.9274117350578308,4746,2335,4810,2439
Not a bird,0.9264832139015198,5158,2533,5249,2627
Not a bird,0.9263371229171753,3556,2875,3641,2945
Unknown,0.9261319637298584,2187,1688,2242,1776
Unknown,0.9254996180534363,3280,1102,3350,1181
Not a bird,0.9253038763999939,5084,2164,5153,2254
Mallard Male,0.9243003726005554,5281,1890,5358,1994
Not a bird,0.9237796068191528,4564,2843,4647,2935
Not a bird,0.9226882457733154,2861,2255,2943,2316
Not a bird,0.9223339557647705,2814,94,2896,161
Not a bird,0.9221706986427307,5267,2732,5351,2811
Not a bird,0.9220197796821594,4885,1659,4973,1736
Mallard Male,0.9215990304946899,4945,2831,5013,2934
Not a bird,0.9208402633666992,5069,1511,5130,1615
Not a bird,0.9202937483787537,4080,2964,4173,3022
Not a bird,0.9187971353530884,2099,1284,2179,1365
Not a bird,0.9187513589859009,620,2548,693,2626
Not a bird,0.9184533953666687,2307,2128,2381,2202
Mallard Male,0.917324423789978,343,2685,438,2786
Not a bird,0.9171482920646667,5292,1370,5391,1450
Not a bird,0.9165239930152893,3807,1092,3876,1184
Not a bird,0.9162956476211548,3806,1629,3863,1710
Not a bird,0.9159893989562988,4,1951,80,2026
Not a bird,0.9158195853233337,719,2555,784,2642
Not a bird,0.9157626032829285,3800,2243,3882,2290
Not a bird,0.9151287078857422,5008,1540,5091,1627
Not a bird,0.9147078394889832,602,1893,688,1949
Not a bird,0.9143484830856323,3895,1156,3980,1250
Not a bird,0.9141220450401306,3379,1294,3472,1357
Not a bird,0.9140823483467102,3864,2209,3962,2274
Not a bird,0.9124273657798767,4789,2936,4869,3003
Not a bird,0.9119707345962524,3881,1915,3951,1986
Mallard Male,0.9108551740646362,2809,2999,2903,3068
Not a bird,0.9094762802124023,5253,386,5338,478
Not a bird,0.9093301296234131,4848,2721,4935,2802
Mallard Male,0.9081313610076904,2877,2150,2959,2230
Not a bird,0.9077897071838379,376,2825,431,2922
Not a bird,0.9077730178833008,4632,2540,4704,2623
Not a bird,0.9069069623947144,1227,1258,1304,1343
Not a bird,0.9052250385284424,1111,2150,1171,2250
Not a bird,0.904299259185791,4828,2503,4910,2599
Not a bird,0.9037814140319824,5092,2927,5180,2989
Not a bird,0.9022067189216614,4370,947,4440,1026
Not a bird,0.9017130136489868,328,2934,398,3010
Not a bird,0.9015576243400574,1919,1386,1989,1470
Not a bird,0.9014080762863159,2351,2458,2436,2530
Not a bird,0.9009422063827515,5388,1664,5472,1724
Not a bird,0.8998640179634094,5378,591,5448,699
Not a bird,0.8994737267494202,13,2384,82,2466
Mallard Male,0.8988685607910156,179,2441,258,2552
Not a bird,0.8970805406570435,733,1560,800,1660
Not a bird,0.8957054018974304,1912,1777,1968,1834
Not a bird,0.8951547741889954,2657,1900,2759,1961
Not a bird,0.8950138688087463,5157,2430,5216,2498
Not a bird,0.8948729634284973,932,2611,991,2678
Not a bird,0.8921448588371277,5235,2079,5308,2144
Not a bird,0.8902775049209595,3483,2999,3540,3079
Not a bird,0.8901248574256897,2943,0,2998,83
Mallard Male,0.8891669511795044,2248,2427,2337,2500
Not a bird,0.8880841135978699,5282,2906,5363,3001
Not a bird,0.8871081471443176,5411,2072,5476,2139
Not a bird,0.8852335810661316,2240,2235,2309,2304
Not a bird,0.8799353241920471,4095,2878,4178,2945
Not a bird,0.8792538046836853,3863,1530,3904,1576
Not a bird,0.8792460560798645,4043,2738,4115,2820
Unknown,0.8771272301673889,2238,1833,2313,1907
Not a bird,0.8763313889503479,5423,2854,5475,2919
Not a bird,0.8747859001159668,5009,2890,5089,2946
Not a bird,0.8708808422088623,2258,1996,2342,2080
Not a bird,0.867499828338623,5016,2371,5102,2450
Not a bird,0.8668295741081238,5208,2354,5268,2452
Not a bird,0.8634784817695618,610,2335,657,2380
Not a bird,0.861150324344635,3914,1399,3982,1456
Not a bird,0.8604654669761658,962,1712,1044,1783
Not a bird,0.8599048852920532,5368,2875,5430,2973
Not a bird,0.8573101758956909,5253,828,5318,904
Not a bird,0.8533846139907837,1090,1370,1175,1429
Not a bird,0.8513632416725159,4999,1242,5089,1323
Not a bird,0.8480450510978699,5416,2383,5473,2484
Not a bird,0.8472230434417725,5102,2987,5164,3077
Not a bird,0.8470237255096436,3926,1594,4009,1660
Not a bird,0.8465859889984131,406,2896,497,2978
Not a bird,0.8421260714530945,922,2468,1001,2562
Not a bird,0.8388169407844543,1091,179,1147,241
Not a bird,0.8248847723007202,5385,360,5456,441
Not a bird,0.8192638158798218,-1,1617,43,1692
Not a bird,0.8131301999092102,4839,2589,4924,2662
Not a bird,0.8105549216270447,3835,1522,3886,1601
Not a bird,0.80890291929245,4456,2340,4513,2424
Not a bird,0.7983888983726501,904,3029,962,3080
Not a bird,0.7844665050506592,771,1550,846,1646
Not a bird,0.7769048810005188,-3,1801,49,1903
Not a bird,0.7741807699203491,5372,1510,5437,1602
Not a bird,0.7712470889091492,-1,2007,34,2059
Not a bird,0.768380880355835,4647,2938,4724,3021
Not a bird,0.7639703750610352,4702,3029,4802,3080
Not a bird,0.7630731463432312,1020,2008,1063,2052
Not a bird,0.7628309726715088,5174,2879,5264,2970
Not a bird,0.7499973773956299,1798,3006,1885,3081
Not a bird,0.7396206855773926,4915,2974,4991,3078
Not a bird,0.7375705242156982,1467,1871,1515,1912
Mallard Male,0.732176661491394,2145,3027,2245,3078
Not a bird,0.7280652523040771,5444,1152,5475,1248
Not a bird,0.7254171371459961,4870,2935,4935,3030
Not a bird,0.7202993035316467,1770,2988,1828,3078
Not a bird,0.6767428517341614,-3,2376,32,2444
Not a bird,0.636637270450592,4770,-5,4847,26
Not a bird,0.6100472807884216,3945,1140,4007,1230
Not a bird,0.5909177660942078,4172,3050,4239,3081
Not a bird,0.5377910137176514,3381,2254,3422,2294
Not a bird,0.5171600580215454,-1,1272,26,1377
Not a bird,0.47341442108154297,646,1601,686,1645
Not a bird,0.4493420720100403,4755,1020,4797,1062
Not a bird,0.4201984405517578,5444,513,5476,572
Not a bird,0.39534831047058105,-5,2184,22,2277
Not a bird,0.3844826817512512,5452,2879,5606,2967
Not a bird,0.3291075825691223,3793,270,3834,313
Not a bird,0.314773827791214,1580,1456,1678,1546
Not a bird,0.3036549389362335,4776,355,4847,413
